id_transaksi,tanggal,jenis_transaksi,nama_barang,gudang_asal,gudang_tujuan,jumlah_masuk,jumlah_keluar,jumlah_rusak,jumlah_hilang,jumlah_ketemu,harga_satuan,total_transaksi,metode_pembayaran,status_transaksi,catatan
TRX1919,2025-11-08,restock,Botol 1500ml,,Gudang B,556,0,0,0,0,3500,1946000,cash,selesai,Restock otomatis ke Gudang B
TRX1920,2025-11-08,restock,Botol 330ml,,Gudang D,228,0,0,0,0,1700,387600,transfer,selesai,Restock otomatis ke Gudang D
TRX1921,2025-11-08,restock,Botol 1000ml,,Gudang B,261,0,0,0,0,3000,783000,transfer,selesai,Restock otomatis ke Gudang B
TRX1922,2025-11-08,penjualan,Botol 1000ml,Gudang D,,0,71,0,0,0,3300,234300,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1923,2025-11-08,penjualan,Botol 250ml,Gudang A,,0,11,0,0,0,1800,19800,cash,selesai,Penjualan otomatis dari Gudang A
TRX1924,2025-11-08,penjualan,Botol 750ml,Gudang D,,0,56,0,0,0,2600,145600,cash,selesai,Penjualan otomatis dari Gudang D
TRX1925,2025-11-08,penjualan,Botol 750ml,Gudang C,,0,122,0,0,0,2600,317200,non-cash,pending,Penjualan otomatis dari Gudang C
TRX1926,2025-11-08,penjualan,Botol 750ml,Gudang B,,0,102,7,0,0,2600,265200,transfer,selesai,Penjualan otomatis dari Gudang B
TRX1927,2025-11-09,restock,Botol 1500ml,,Gudang D,384,0,0,0,0,3500,1344000,cash,selesai,Restock otomatis ke Gudang D
TRX1928,2025-11-09,penjualan,Botol 1500ml,Gudang C,,0,99,0,0,0,3700,366300,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX1929,2025-11-09,penjualan,Botol 500ml,Gudang A,,0,90,11,5,0,2200,198000,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX1930,2025-11-09,penjualan,Botol 1000ml,Gudang D,,0,71,0,0,0,3000,213000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1931,2025-11-09,penjualan,Botol 600ml,Gudang C,,0,129,0,0,0,2200,283800,cash,selesai,Penjualan otomatis dari Gudang C
TRX1932,2025-11-09,penjualan,Botol 1500ml,Gudang C,,0,34,0,0,0,3800,129200,transfer,selesai,Penjualan otomatis dari Gudang C
TRX1933,2025-11-09,penjualan,Botol 1000ml,Gudang B,,0,108,0,0,0,3200,345600,tempo,selesai,Penjualan otomatis dari Gudang B
TRX1934,2025-11-09,pindah_gudang,Botol 1000ml,Gudang A,Gudang C,100,100,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX1935,2025-11-09,pindah_gudang,Botol 1500ml,Gudang D,Gudang A,136,136,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX1936,2025-11-09,stok_adjustment,Botol 1000ml,Gudang A,,0,0,70,19,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1937,2025-11-10,restock,Botol 1000ml,,Gudang C,189,0,0,0,0,3000,567000,cash,selesai,Restock otomatis ke Gudang C
TRX1938,2025-11-10,penjualan,Botol 750ml,Gudang C,,0,56,4,0,0,2600,145600,tempo,selesai,Penjualan otomatis dari Gudang C
TRX1939,2025-11-10,penjualan,Botol 500ml,Gudang D,,0,80,0,0,0,2000,160000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX1940,2025-11-10,penjualan,Botol 600ml,Gudang D,,0,36,0,0,0,2200,79200,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX1941,2025-11-11,restock,Botol 750ml,,Gudang A,415,0,0,0,0,2600,1079000,transfer,selesai,Restock otomatis ke Gudang A
TRX1942,2025-11-11,restock,Botol 330ml,,Gudang B,343,0,0,0,0,1700,583100,cash,selesai,Restock otomatis ke Gudang B
TRX1943,2025-11-11,penjualan,Botol 500ml,Gudang D,,0,20,0,0,0,2200,44000,transfer,pending,Penjualan otomatis dari Gudang D
TRX1944,2025-11-11,pindah_gudang,Botol 250ml,Gudang A,Gudang C,141,141,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX1945,2025-11-11,pindah_gudang,Botol 1000ml,Gudang B,Gudang D,79,79,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX1946,2025-11-11,stok_adjustment,Botol 330ml,Gudang B,,0,0,166,152,5,0,0,none,selesai,Penyesuaian stok periodik
TRX1947,2025-11-12,restock,Botol 600ml,,Gudang A,541,0,0,0,0,2200,1190200,transfer,selesai,Restock otomatis ke Gudang A
TRX1948,2025-11-12,restock,Botol 250ml,,Gudang B,294,0,0,0,0,1500,441000,cash,selesai,Restock otomatis ke Gudang B
TRX1949,2025-11-12,restock,Botol 1500ml,,Gudang B,217,0,0,0,0,3500,759500,cash,selesai,Restock otomatis ke Gudang B
TRX1950,2025-11-12,penjualan,Botol 330ml,Gudang D,,0,56,0,0,0,2000,112000,transfer,pending,Penjualan otomatis dari Gudang D
TRX1951,2025-11-12,penjualan,Botol 330ml,Gudang C,,0,53,3,0,0,2000,106000,transfer,selesai,Penjualan otomatis dari Gudang C
TRX1952,2025-11-12,penjualan,Botol 600ml,Gudang B,,0,65,0,0,0,2400,156000,tempo,selesai,Penjualan otomatis dari Gudang B
TRX1953,2025-11-12,penjualan,Botol 750ml,Gudang A,,0,74,2,0,0,2800,207200,tempo,selesai,Penjualan otomatis dari Gudang A
TRX1954,2025-11-12,penjualan,Botol 1500ml,Gudang A,,0,97,10,0,0,3500,339500,transfer,selesai,Penjualan otomatis dari Gudang A
TRX1955,2025-11-12,pindah_gudang,Botol 600ml,Gudang C,Gudang D,101,101,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX1956,2025-11-12,stok_adjustment,Botol 750ml,Gudang C,,0,0,67,16,2,0,0,none,selesai,Penyesuaian stok periodik
TRX1957,2025-11-13,restock,Botol 600ml,,Gudang D,133,0,0,0,0,2200,292600,cash,selesai,Restock otomatis ke Gudang D
TRX1958,2025-11-13,restock,Botol 1000ml,,Gudang A,210,0,0,0,0,3000,630000,transfer,selesai,Restock otomatis ke Gudang A
TRX1959,2025-11-13,penjualan,Botol 600ml,Gudang C,,0,30,0,0,0,2200,66000,transfer,selesai,Penjualan otomatis dari Gudang C
TRX1960,2025-11-13,penjualan,Botol 1500ml,Gudang A,,0,85,0,0,0,3500,297500,cash,selesai,Penjualan otomatis dari Gudang A
TRX1961,2025-11-13,pindah_gudang,Botol 330ml,Gudang A,Gudang D,122,122,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX1962,2025-11-13,pindah_gudang,Botol 250ml,Gudang B,Gudang D,41,41,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX1963,2025-11-14,restock,Botol 250ml,,Gudang B,310,0,0,0,0,1500,465000,transfer,selesai,Restock otomatis ke Gudang B
TRX1964,2025-11-14,restock,Botol 750ml,,Gudang C,240,0,0,0,0,2600,624000,transfer,selesai,Restock otomatis ke Gudang C
TRX1965,2025-11-14,penjualan,Botol 500ml,Gudang C,,0,42,0,0,0,2000,84000,cash,selesai,Penjualan otomatis dari Gudang C
TRX1966,2025-11-14,pindah_gudang,Botol 750ml,Gudang B,Gudang D,163,163,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX1967,2025-11-14,pindah_gudang,Botol 1000ml,Gudang B,Gudang A,163,163,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang B ke Gudang A
TRX1968,2025-11-15,penjualan,Botol 1500ml,Gudang D,,0,120,0,2,0,3700,444000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1969,2025-11-15,penjualan,Botol 330ml,Gudang B,,0,135,11,0,0,2000,270000,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX1970,2025-11-15,penjualan,Botol 1500ml,Gudang D,,0,37,0,0,0,3500,129500,tempo,pending,Penjualan otomatis dari Gudang D
TRX1971,2025-11-15,penjualan,Botol 500ml,Gudang A,,0,55,0,0,0,2000,110000,cash,pending,Penjualan otomatis dari Gudang A
TRX1972,2025-11-15,penjualan,Botol 1500ml,Gudang C,,0,54,5,0,0,3700,199800,cash,selesai,Penjualan otomatis dari Gudang C
TRX1973,2025-11-15,penjualan,Botol 250ml,Gudang D,,0,51,4,0,0,1500,76500,cash,selesai,Penjualan otomatis dari Gudang D
TRX1974,2025-11-15,pindah_gudang,Botol 750ml,Gudang A,Gudang B,148,148,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang A ke Gudang B
TRX1975,2025-11-16,restock,Botol 250ml,,Gudang A,402,0,0,0,0,1500,603000,cash,selesai,Restock otomatis ke Gudang A
TRX1976,2025-11-16,restock,Botol 1000ml,,Gudang B,345,0,0,0,0,3000,1035000,cash,selesai,Restock otomatis ke Gudang B
TRX1977,2025-11-16,penjualan,Botol 250ml,Gudang B,,0,27,0,0,0,1500,40500,transfer,selesai,Penjualan otomatis dari Gudang B
TRX1978,2025-11-16,penjualan,Botol 500ml,Gudang B,,0,101,0,6,0,2000,202000,transfer,selesai,Penjualan otomatis dari Gudang B
TRX1979,2025-11-16,penjualan,Botol 500ml,Gudang C,,0,89,0,0,0,2000,178000,cash,selesai,Penjualan otomatis dari Gudang C
TRX1980,2025-11-16,pindah_gudang,Botol 500ml,Gudang A,Gudang B,144,144,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang B
TRX1981,2025-11-17,restock,Botol 500ml,,Gudang C,426,0,0,0,0,2000,852000,transfer,selesai,Restock otomatis ke Gudang C
TRX1982,2025-11-17,restock,Botol 250ml,,Gudang B,277,0,0,0,0,1500,415500,transfer,selesai,Restock otomatis ke Gudang B
TRX1983,2025-11-17,restock,Botol 750ml,,Gudang C,240,0,0,0,0,2600,624000,cash,selesai,Restock otomatis ke Gudang C
TRX1984,2025-11-17,penjualan,Botol 1000ml,Gudang B,,0,29,0,0,0,3000,87000,cash,selesai,Penjualan otomatis dari Gudang B
TRX1985,2025-11-17,penjualan,Botol 250ml,Gudang D,,0,39,0,0,0,1800,70200,cash,selesai,Penjualan otomatis dari Gudang D
TRX1986,2025-11-17,penjualan,Botol 250ml,Gudang C,,0,13,0,0,0,1700,22100,cash,selesai,Penjualan otomatis dari Gudang C
TRX1987,2025-11-17,penjualan,Botol 330ml,Gudang A,,0,48,0,0,0,2000,96000,transfer,pending,Penjualan otomatis dari Gudang A
TRX1988,2025-11-17,penjualan,Botol 330ml,Gudang D,,0,102,0,0,0,1900,193800,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1989,2025-11-17,penjualan,Botol 600ml,Gudang C,,0,20,0,0,0,2200,44000,transfer,pending,Penjualan otomatis dari Gudang C
TRX1990,2025-11-17,pindah_gudang,Botol 1000ml,Gudang B,Gudang D,197,197,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX1991,2025-11-18,restock,Botol 250ml,,Gudang A,399,0,0,0,0,1500,598500,cash,selesai,Restock otomatis ke Gudang A
TRX1992,2025-11-18,penjualan,Botol 500ml,Gudang D,,0,105,4,0,0,2000,210000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX1993,2025-11-18,pindah_gudang,Botol 500ml,Gudang A,Gudang D,78,78,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX1994,2025-11-18,pindah_gudang,Botol 500ml,Gudang A,Gudang D,94,94,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX1995,2025-11-18,stok_adjustment,Botol 250ml,Gudang A,,0,0,264,139,0,0,0,none,selesai,Penyesuaian stok periodik
TRX1996,2025-11-19,restock,Botol 600ml,,Gudang A,414,0,0,0,0,2200,910800,transfer,selesai,Restock otomatis ke Gudang A
TRX1997,2025-11-19,restock,Botol 1500ml,,Gudang D,414,0,0,0,0,3500,1449000,cash,selesai,Restock otomatis ke Gudang D
TRX1998,2025-11-19,penjualan,Botol 1500ml,Gudang C,,0,93,0,0,0,3500,325500,transfer,selesai,Penjualan otomatis dari Gudang C
TRX1999,2025-11-19,penjualan,Botol 750ml,Gudang D,,0,18,0,0,0,2600,46800,transfer,selesai,Penjualan otomatis dari Gudang D
TRX2000,2025-11-19,penjualan,Botol 330ml,Gudang A,,0,72,0,0,0,1900,136800,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX2001,2025-11-19,penjualan,Botol 750ml,Gudang A,,0,20,0,0,0,2800,56000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX2002,2025-11-19,penjualan,Botol 750ml,Gudang B,,0,75,1,0,0,2600,195000,cash,selesai,Penjualan otomatis dari Gudang B
TRX2003,2025-11-19,pindah_gudang,Botol 750ml,Gudang C,Gudang D,89,89,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX2004,2025-11-19,pindah_gudang,Botol 1500ml,Gudang C,Gudang D,108,108,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX2005,2025-11-20,restock,Botol 750ml,,Gudang A,334,0,0,0,0,2600,868400,transfer,selesai,Restock otomatis ke Gudang A
TRX2006,2025-11-20,restock,Botol 1000ml,,Gudang A,274,0,0,0,0,3000,822000,cash,selesai,Restock otomatis ke Gudang A
TRX2007,2025-11-20,restock,Botol 1000ml,,Gudang D,352,0,0,0,0,3000,1056000,cash,selesai,Restock otomatis ke Gudang D
TRX2008,2025-11-20,penjualan,Botol 1000ml,Gudang B,,0,23,0,0,0,3300,75900,tempo,selesai,Penjualan otomatis dari Gudang B
TRX2009,2025-11-20,penjualan,Botol 1000ml,Gudang B,,0,72,0,0,0,3000,216000,transfer,selesai,Penjualan otomatis dari Gudang B
TRX2010,2025-11-20,penjualan,Botol 750ml,Gudang A,,0,34,0,0,0,2600,88400,cash,selesai,Penjualan otomatis dari Gudang A
TRX2011,2025-11-20,penjualan,Botol 1000ml,Gudang B,,0,100,0,0,0,3200,320000,transfer,selesai,Penjualan otomatis dari Gudang B
TRX2012,2025-11-20,penjualan,Botol 600ml,Gudang C,,0,93,0,0,0,2200,204600,transfer,selesai,Penjualan otomatis dari Gudang C
TRX2013,2025-11-20,pindah_gudang,Botol 750ml,Gudang D,Gudang A,157,157,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX2014,2025-11-20,pindah_gudang,Botol 250ml,Gudang B,Gudang D,160,160,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX2015,2025-11-21,restock,Botol 600ml,,Gudang A,375,0,0,0,0,2200,825000,transfer,selesai,Restock otomatis ke Gudang A
TRX2016,2025-11-21,restock,Botol 330ml,,Gudang D,192,0,0,0,0,1700,326400,transfer,selesai,Restock otomatis ke Gudang D
TRX2017,2025-11-21,restock,Botol 500ml,,Gudang A,433,0,0,0,0,2000,866000,cash,selesai,Restock otomatis ke Gudang A
TRX2018,2025-11-21,penjualan,Botol 250ml,Gudang A,,0,23,0,0,0,1800,41400,tempo,selesai,Penjualan otomatis dari Gudang A
TRX2019,2025-11-21,penjualan,Botol 330ml,Gudang A,,0,56,0,0,0,1900,106400,cash,selesai,Penjualan otomatis dari Gudang A
TRX2020,2025-11-21,penjualan,Botol 250ml,Gudang B,,0,16,0,0,0,1500,24000,tempo,pending,Penjualan otomatis dari Gudang B
TRX2021,2025-11-21,penjualan,Botol 1500ml,Gudang A,,0,88,0,0,0,3700,325600,transfer,selesai,Penjualan otomatis dari Gudang A
TRX2022,2025-11-21,penjualan,Botol 500ml,Gudang A,,0,32,1,0,0,2000,64000,cash,selesai,Penjualan otomatis dari Gudang A
TRX2023,2025-11-21,penjualan,Botol 600ml,Gudang D,,0,76,0,0,0,2500,190000,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX2024,2025-11-21,pindah_gudang,Botol 1000ml,Gudang C,Gudang B,36,36,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX2025,2025-11-21,stok_adjustment,Botol 250ml,Gudang D,,0,0,143,154,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2026,2025-11-22,penjualan,Botol 1000ml,Gudang C,,0,18,0,0,0,3200,57600,transfer,pending,Penjualan otomatis dari Gudang C
TRX2027,2025-11-22,penjualan,Botol 250ml,Gudang C,,0,100,0,0,0,1700,170000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX2028,2025-11-22,penjualan,Botol 330ml,Gudang C,,0,20,0,0,0,2000,40000,cash,pending,Penjualan otomatis dari Gudang C
TRX2029,2025-11-22,penjualan,Botol 500ml,Gudang A,,0,104,0,0,0,2000,208000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX2030,2025-11-22,penjualan,Botol 750ml,Gudang D,,0,89,0,0,0,2600,231400,tempo,selesai,Penjualan otomatis dari Gudang D
TRX2031,2025-11-22,penjualan,Botol 250ml,Gudang B,,0,95,0,0,0,1800,171000,tempo,pending,Penjualan otomatis dari Gudang B
TRX2032,2025-11-22,pindah_gudang,Botol 330ml,Gudang A,Gudang B,52,52,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang A ke Gudang B
TRX2033,2025-11-22,pindah_gudang,Botol 330ml,Gudang D,Gudang B,126,126,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX2034,2025-11-22,stok_adjustment,Botol 500ml,Gudang B,,0,0,102,72,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2035,2025-11-23,restock,Botol 600ml,,Gudang B,418,0,0,0,0,2200,919600,transfer,selesai,Restock otomatis ke Gudang B
TRX2036,2025-11-23,restock,Botol 250ml,,Gudang C,195,0,0,0,0,1500,292500,cash,selesai,Restock otomatis ke Gudang C
TRX2037,2025-11-23,restock,Botol 330ml,,Gudang D,214,0,0,0,0,1700,363800,transfer,selesai,Restock otomatis ke Gudang D
TRX2038,2025-11-23,penjualan,Botol 600ml,Gudang A,,0,11,0,0,0,2200,24200,cash,selesai,Penjualan otomatis dari Gudang A
TRX2039,2025-11-24,penjualan,Botol 600ml,Gudang D,,0,62,6,0,0,2200,136400,transfer,batal,Penjualan otomatis dari Gudang D
TRX2040,2025-11-24,pindah_gudang,Botol 1000ml,Gudang D,Gudang A,95,95,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX2041,2025-11-24,pindah_gudang,Botol 330ml,Gudang C,Gudang D,111,111,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX2042,2025-11-24,stok_adjustment,Botol 1500ml,Gudang B,,0,0,131,73,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2043,2025-11-25,penjualan,Botol 330ml,Gudang C,,0,77,0,2,0,2000,154000,transfer,selesai,Penjualan otomatis dari Gudang C
TRX2044,2025-11-25,penjualan,Botol 1500ml,Gudang C,,0,84,0,0,0,3700,310800,tempo,selesai,Penjualan otomatis dari Gudang C
TRX2045,2025-11-25,penjualan,Botol 750ml,Gudang A,,0,44,0,0,0,2800,123200,cash,selesai,Penjualan otomatis dari Gudang A
TRX2046,2025-11-25,penjualan,Botol 1000ml,Gudang A,,0,105,0,0,0,3300,346500,transfer,pending,Penjualan otomatis dari Gudang A
TRX2047,2025-11-25,penjualan,Botol 250ml,Gudang D,,0,49,0,0,0,1500,73500,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX2048,2025-11-25,penjualan,Botol 600ml,Gudang A,,0,84,0,0,0,2400,201600,cash,pending,Penjualan otomatis dari Gudang A
TRX2049,2025-11-25,pindah_gudang,Botol 1000ml,Gudang D,Gudang A,49,49,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX2050,2025-11-25,stok_adjustment,Botol 1000ml,Gudang C,,0,0,252,102,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2051,2025-11-26,restock,Botol 330ml,,Gudang B,378,0,0,0,0,1700,642600,cash,selesai,Restock otomatis ke Gudang B
TRX2052,2025-11-26,restock,Botol 750ml,,Gudang A,183,0,0,0,0,2600,475800,cash,selesai,Restock otomatis ke Gudang A
TRX2053,2025-11-26,restock,Botol 330ml,,Gudang D,159,0,0,0,0,1700,270300,transfer,selesai,Restock otomatis ke Gudang D
TRX2054,2025-11-26,penjualan,Botol 250ml,Gudang A,,0,74,0,3,0,1800,133200,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX2055,2025-11-26,penjualan,Botol 600ml,Gudang C,,0,67,0,0,0,2500,167500,tempo,selesai,Penjualan otomatis dari Gudang C
TRX2056,2025-11-26,stok_adjustment,Botol 250ml,Gudang A,,0,0,68,38,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2057,2025-11-27,restock,Botol 1500ml,,Gudang C,376,0,0,0,0,3500,1316000,cash,selesai,Restock otomatis ke Gudang C
TRX2058,2025-11-27,restock,Botol 330ml,,Gudang D,132,0,0,0,0,1700,224400,transfer,selesai,Restock otomatis ke Gudang D
TRX2059,2025-11-27,restock,Botol 500ml,,Gudang D,585,0,0,0,0,2000,1170000,cash,selesai,Restock otomatis ke Gudang D
TRX2060,2025-11-27,penjualan,Botol 250ml,Gudang D,,0,32,0,0,0,1800,57600,tempo,selesai,Penjualan otomatis dari Gudang D
TRX2061,2025-11-27,penjualan,Botol 600ml,Gudang A,,0,52,0,0,0,2500,130000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX2062,2025-11-27,penjualan,Botol 1500ml,Gudang B,,0,55,0,0,0,3700,203500,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX2063,2025-11-27,penjualan,Botol 750ml,Gudang C,,0,104,11,0,0,2600,270400,tempo,selesai,Penjualan otomatis dari Gudang C
TRX2064,2025-11-27,penjualan,Botol 600ml,Gudang C,,0,49,0,0,0,2500,122500,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX2065,2025-11-27,penjualan,Botol 1000ml,Gudang A,,0,83,0,0,0,3000,249000,cash,selesai,Penjualan otomatis dari Gudang A
TRX2066,2025-11-27,pindah_gudang,Botol 750ml,Gudang C,Gudang B,100,100,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX2067,2025-11-27,pindah_gudang,Botol 600ml,Gudang D,Gudang B,171,171,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX2068,2025-11-28,penjualan,Botol 500ml,Gudang D,,0,15,0,0,0,2200,33000,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX2069,2025-11-28,pindah_gudang,Botol 600ml,Gudang B,Gudang C,41,41,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX2070,2025-11-28,pindah_gudang,Botol 250ml,Gudang B,Gudang C,191,191,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX2071,2025-11-28,stok_adjustment,Botol 1500ml,Gudang C,,0,0,11,141,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2072,2025-11-29,restock,Botol 750ml,,Gudang B,268,0,0,0,0,2600,696800,transfer,selesai,Restock otomatis ke Gudang B
TRX2073,2025-11-29,restock,Botol 250ml,,Gudang B,549,0,0,0,0,1500,823500,cash,selesai,Restock otomatis ke Gudang B
TRX2074,2025-11-29,penjualan,Botol 500ml,Gudang A,,0,96,0,0,0,2200,211200,transfer,pending,Penjualan otomatis dari Gudang A
TRX2075,2025-11-29,pindah_gudang,Botol 750ml,Gudang D,Gudang A,132,132,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX2076,2025-11-30,restock,Botol 330ml,,Gudang C,513,0,0,0,0,1700,872100,transfer,selesai,Restock otomatis ke Gudang C
TRX2077,2025-11-30,restock,Botol 600ml,,Gudang B,361,0,0,0,0,2200,794200,cash,selesai,Restock otomatis ke Gudang B
TRX2078,2025-11-30,penjualan,Botol 1000ml,Gudang C,,0,40,0,0,0,3300,132000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX2079,2025-12-01,restock,Botol 250ml,,Gudang D,138,0,0,0,0,1500,207000,transfer,selesai,Restock otomatis ke Gudang D
TRX2080,2025-12-01,restock,Botol 600ml,,Gudang D,447,0,0,0,0,2200,983400,transfer,selesai,Restock otomatis ke Gudang D
TRX2081,2025-12-01,penjualan,Botol 250ml,Gudang D,,0,92,0,0,0,1700,156400,transfer,selesai,Penjualan otomatis dari Gudang D
TRX2082,2025-12-01,pindah_gudang,Botol 1500ml,Gudang C,Gudang A,65,65,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang A
TRX2083,2025-12-01,pindah_gudang,Botol 750ml,Gudang C,Gudang D,160,160,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX2084,2025-12-02,restock,Botol 1000ml,,Gudang C,214,0,0,0,0,3000,642000,transfer,selesai,Restock otomatis ke Gudang C
TRX2085,2025-12-02,restock,Botol 750ml,,Gudang D,279,0,0,0,0,2600,725400,transfer,selesai,Restock otomatis ke Gudang D
TRX2086,2025-12-02,restock,Botol 1500ml,,Gudang A,520,0,0,0,0,3500,1820000,cash,selesai,Restock otomatis ke Gudang A
TRX2087,2025-12-02,penjualan,Botol 600ml,Gudang C,,0,59,0,0,0,2200,129800,transfer,selesai,Penjualan otomatis dari Gudang C
TRX2088,2025-12-02,stok_adjustment,Botol 330ml,Gudang C,,0,0,69,62,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2089,2025-12-03,restock,Botol 330ml,,Gudang D,337,0,0,0,0,1700,572900,cash,selesai,Restock otomatis ke Gudang D
TRX2090,2025-12-03,penjualan,Botol 750ml,Gudang D,,0,38,0,0,0,2600,98800,tempo,selesai,Penjualan otomatis dari Gudang D
TRX2091,2025-12-03,penjualan,Botol 1000ml,Gudang B,,0,11,0,0,0,3200,35200,transfer,selesai,Penjualan otomatis dari Gudang B
TRX2092,2025-12-03,penjualan,Botol 1500ml,Gudang C,,0,62,0,0,0,3500,217000,transfer,selesai,Penjualan otomatis dari Gudang C
TRX2093,2025-12-03,penjualan,Botol 600ml,Gudang D,,0,103,0,0,0,2200,226600,tempo,selesai,Penjualan otomatis dari Gudang D
TRX2094,2025-12-03,penjualan,Botol 600ml,Gudang A,,0,61,0,0,0,2200,134200,tempo,selesai,Penjualan otomatis dari Gudang A
TRX2095,2025-12-03,penjualan,Botol 1000ml,Gudang A,,0,70,1,0,0,3000,210000,cash,selesai,Penjualan otomatis dari Gudang A
TRX2096,2025-12-04,restock,Botol 600ml,,Gudang C,346,0,0,0,0,2200,761200,cash,selesai,Restock otomatis ke Gudang C
TRX2097,2025-12-04,penjualan,Botol 1500ml,Gudang C,,0,45,0,0,0,3500,157500,non-cash,batal,Penjualan otomatis dari Gudang C
TRX2098,2025-12-04,penjualan,Botol 250ml,Gudang D,,0,32,0,0,0,1500,48000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX2099,2025-12-04,penjualan,Botol 600ml,Gudang A,,0,95,0,0,0,2200,209000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX2100,2025-12-04,pindah_gudang,Botol 1500ml,Gudang C,Gudang D,122,122,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX2101,2025-12-04,stok_adjustment,Botol 1000ml,Gudang A,,0,0,88,7,0,0,0,none,selesai,Penyesuaian stok periodik
TRX2102,2025-12-05,penjualan,Botol 330ml,Gudang B,,0,103,0,0,0,1900,195700,tempo,selesai,Penjualan otomatis dari Gudang B
TRX2103,2025-12-05,penjualan,Botol 750ml,Gudang B,,0,33,0,0,0,2600,85800,tempo,selesai,Penjualan otomatis dari Gudang B
TRX2104,2025-12-05,penjualan,Botol 1000ml,Gudang C,,0,39,0,0,0,3000,117000,non-cash,selesai,Penjualan otomatis dari Gudang C
